,ทะเบียนโรงงาน ,ชื่อโรงงาน ,newCode,facType,ISIC,TSIC,desc,add,tel
239,3-6(1)-1/45สค ,บริษัท อุตสาหกรรมน้ำแข็ง ทวีวงษ์ จำกัด,0125459 [3-6(1,"6(1),6(2),6(3),6(5),92",1022,10222,แปรรูปเนื้อปลาบด โดยการต้ม นึ่ง ทอด ปลาตากแห้งปรุงรสและห้องเย็น,206/63 ม.-ถ.เจษฎาวิถี ต.มหาชัยอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-841491-3
240,3-15(2)-1/45สค ,บริษัท ศิริชัย เฟทเธอร์ อินดัสเทรียล จำกัด ,10740400125455,15(2),1029,10294,ผลิตขนไก่ป่น,69/1 ม.8ถ.- ต.บางกระเจ้าอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-845-388-89
241,3-15(1)-3/45สค ,บริษัท ไทยยูเนี่ยน ฟีดมิลล์ จำกัด (มหาชน) ,10740000325455,15(1),1080,10801,ผลิตอาหารสัตว์ เช่น อาหารกุ้งกุลาดำ อาหารกุ้งขาว และอาหารปลา,89/1 ม.2ถ.พระราม 2 ต.กาหลงอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-417219
242,3-15(1)-7/51สค ,บริษัท อินเทคค์ ฟีด จำกัด ,10740000725514,15(1),1080,10801,ผลิตอาหารสัตว์ อาหารกุ้ง ปลา ไก่ สุกร โค สุนัข แมวและอื่น ๆ,77/12 ม.2ถ.พระรามที่ 8 ต.นาโคกอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
243,3-8(2)-1/45สค ,บริษัท ชินวงศ์ฟู้ด จำกัด ,10740200125457,8(2),1030,10304,ผลิต พืช ผัก ผลไม้ หมักดองและอบแห้งทุกชนิด,53/12 ม.2ถ.ธนบุรี-ปากท่อ ต.กาหลงอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-851131
244,3-15(1)-1/46สค ,บริษัท เวท ซุปพีเรีย คอนซัลแตนท์ จำกัด ,25468 [จ3-15(1,15(1),1080,10801,ผลิตอาหารสัตว์,169/77 ม.6ถ.เศรษฐกิจ ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
245,จ3-98-1/46สค ,บริษัท เทพฤกษ์ จำกัด ,20745200125462,98,2826,28269,รับซัก อบ รีด เสื้อผ้าสำเร็จรูป,66/5 ม.4 ซ.ราษฎร์พัฒนา 1ถ.เอกชัย ต.คอกกระบืออ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
246,ศ3-15(2)-2/34สค ,บริษัท รุ่งสินโภคภัณฑ์ จำกัด ,00740400225349,15(2),1029,10294,ทำปลาป่น,71 ม.8ถ.พระรามที่ 2 ต.บางกระเจ้าอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,423965
247,3-6(3)-1/46สค ,บริษัท คริสตัลโฟรเซ่นฟู้ดส์ จำกัด ,10740000125467,"6(3),6(5),92",1022,10222,ผลิตอาหารทะเลแช่แข็งเพื่อการส่งออก,109/4 ม.1ถ.พระราม 2-กระซ้าขาว ต.บ้านบ่ออ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-419321-33
248,3-15(2)-1/46สค ,บริษัท ปิโยโภคภัณฑ์ จำกัด ,67 [จ3-15(2)-1,15(2),1029,10294,บดเปลือกหอย,74/6 ม.5ถ.- ต.โคกขามอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-411220
249,3-22(2)-2/45สค ,บริษัท เวลิด์นิตติ้ง เท็กซ์ไทล์ จำกัด ,0740200225453 ,22(2),1311,13111,ทอผ้า,25/1 ม.5ถ.เศรษฐกิจ 1 ต.ท่าไม้อ.กระทุ่มแบน จ.สมุทรสาคร   74110,
250,3-6(1)-2/42สค ,บริษัท ไทยยูเนี่ยน กรุ๊ป จำกัด (มหาชน) ,10740000225424,"6(1),6(2)",1022,10222,"ผลิตอาหารทะเลแช่แข็ง, อาหารทะเลบรรจุกระป๋อง, ถุง และอาหารสำเร็จรูปและ กึ่งสำเร็จรูป",79/233 ม.7 ซ.รุ่งพัฒนาถ.เศรษฐกิจ 1 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
251,3-6(1)-2/47สค ,บริษัท เอ็ม เอ็ม พี อินเตอร์เนชั่นแนล จำกัด ,10740000225473,6(1),1022,10222,ผลิตอาหารทะเลบรรจุกระป๋อง,19/8 ม.6ถ.- ต.นาดีอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-831081
252,3-22(3)-2/34สค ,บริษัท ยูเนี่ยนแฟบริค จำกัด ,10740200225349,22(3),1313,13131,ฟอกย้อมผ้า,9/1 ม.4 ซ.วัดบางปลาถ.เศรษฐกิจ 1 ต.บ้านเกาะอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,424025
253,3-88-3/48สค ,บริษัท นันยาง เอ็นเนอร์ยี่ จำกัด ,10740100325488,"88,102",3510,35101,"ผลิตส่งจำหน่ายพลังงานไฟฟ้า มีกำลังการผลิต 14,428,800 กิโลวัตต์/ปี, ผลิตจำหน่ายพลังงานไอน้ำ มีกำลังการผลิต 176,352 ตัน/ปี",19 ม.5ถ.เศรษฐกิจ 1 ต.ท่าไม้อ.กระทุ่มแบน จ.สมุทรสาคร   74110,02-4212160
254,3-6(5)-15/48สค ,บริษัท พี.ซี.ทูน่า จำกัด ,10740001525483,6(5),1021,10212,ทำผลิตภัณฑ์จากสัตว์น้ำ เช่น ล้าง ชำแหละ แกะ ต้ม นึ่ง ทอด หรือบดสัตว์น้ำ การทำอาหารจากสัตว์น้ำและบรรจุในภาชนะที่ผนึกอากาศเข้าไม่ได้ การทำอาหารหรือเครื่องดื่มจากผักหรือผลไม้และบรรจุในภาชนะที่ผนึกอากาศเข้าไม่ได้,230/1 ม.10 ซ.เทพกาญจนาถ.เศรษฐกิจ 1 ต.คลองมะเดื่ออ.กระทุ่มแบน จ.สมุทรสาคร   74110,034-849952-5
255,3-39-41/48สค ,บริษัท ลี เปเปอร์ อินดัสเตรียล จำกัด ,10740004125489,39,1702,17020,ผลิตกระดาษลูกฟูกและกล่องกระดาษทุกชนิด,88/8 ม.2ถ.- ต.บ้านบ่ออ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,02-5366817
256,3-22(2)-3/15สค ,บริษัท ก.สหกิจการทอ จำกัด ,10740100325157,22(2),1311,13111,ทอผ้า (จำนวนเครื่องทอผ้า 200 เครื่อง),51 ม.4 ซ.วัดนางสาวถ.เศรษฐกิจ 1 ต.ท่าไม้อ.กระทุ่มแบน จ.สมุทรสาคร   74110,
257,3-6(1)-1/49สค ,บริษัท เอเชี่ยน อะไลอันซ์ อินเตอร์เนชั่นแนล จำกัด ,10740000125491,"6(1),6(2),15(2)",1022,10222,ปลาบรรจุกระป๋อง ปลาแช่แข็ง อาหารสัตว์เลี้ยง,8/8 ม.3ถ.พระราม 2 ต.บ้านบ่ออ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-845575-91
258,3-39-15/50สค ,บริษัท โอเรียนคอนเทนเนอร์ จำกัด ,10740001525509,39,1702,17020,ผลิตกล่องกระดาษ,12/5 ม.8ถ.- ต.บ้านเกาะอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
259,3-10(2)-1/50สค ,บริษัท เฮอริเทจ สแน็ค แอนด์ ฟู้ด จำกัด ,10740000125509,10(2),1071,10712,ผลิตขนมข้าวอบกรอบ และขนมอบแห้งต่าง ๆ,44/44 ม.10ถ.พระรามที่ 2 ต.บางโทรัดอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-845448-9
260,3-22(3)-8/47สค ,บริษัท แกรนด์ ยูเนี่ยน เท็กซ์ไทล์ จำกัด ,10740000825470,22(3),1313,13131,ฟอกย้อมผ้า,55/55 ม.2ถ.- ต.กาหลงอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
261,จ3-6(3)-3/50สค ,บริษัท คิงส์ วชิ จำกัด ,ด2074000032550,"6(3),6(5)",1022,10222,ผลิตอาหารทะเลบรรจุกระป๋อง และชำแหละ แกะ ล้าง สัตว์น้ำ,10/2 ม.4ถ.พระรามที่ 2 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
262,จ3-6(1)-1/51สค ,บริษัท ทูน่า อาพันธ์ จำกัด ,ด2074000012551,"6(1),6(5)",1022,10222,ชำแหละ แกะล้าง สัตว์น้ำ และผลิตปลากระป๋อง,9/9 ม.2 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
263,3-22(1)-4/34สค ,บริษัท สหต้าซิ่ง โพลีเท็กซ์ จำกัด ,10740000425347,"22(1),22(3)",1313,13131,ตีเกลียวเส้นด้าย กรอด้ายหลอด ฟอกย้อมผ้า และเส้นด้าย,149 ม.5 ซ.หลังวัดกลางอ่างแก้ว ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
264,3-102-2/52สค ,บริษัท เอเอสเอ คอนเทนเนอร์ จำกัด ,10740200225521,102,3530,35302,ผลิตไอน้ำ,โฉนดที่ดินเลขที่ 13942 ม.4 ซ.โรงเหล็กถ.เศรษฐกิจ 1 ต.อ้อมน้อยอ.กระทุ่มแบน จ.สมุทรสาคร   74130,02-8104750-65
265,3-6(5)-3/54สค ,บริษัท มารีน ไบโอ รีซอสเซล จำกัด ,10740000325547,6(5),1021,10212,ผลิตไคติน-ไคโตซาน และผลิตภัณฑ์สารสกัดอื่นจากสัตว์น้ำ,88 ม.4ถ.เอกชัย ต.นาดีอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-834901-4
266,3-52(4)-2/46สค ,บริษัท ไทยเซ็นทรี (1995) จำกัด ,10740300225462,52(4),2219,22199,ทำผลิตภัณฑ์ยาง เช่น ท่อยาง แผ่นยาง และผลิตยางออกกำลังกาย ฯลฯ,44/5 ม.5 ซ.นำสินถ.เศรษฐกิจ ต.คลองมะเดื่ออ.กระทุ่มแบน จ.สมุทรสาคร   74110,'-\\-'
267,น.22(4)-1/2555-ญมร. ,บริษัท แอ็บโซลูท เดนิม จำกัด ,72350000125551,"22(1),22(3),22(4)",1313,13132,"ผลิตสิ่งทอ(ปั่น,ทอ,ฟอก,ย้อม,พิมพ์สิ่งทอ)",ต.บางกระเจ้าอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
268,3-6(1)-2/57สค ,บริษัท เอส.เค.ฟู้ดส์ (ประเทศไทย) จำกัด (มหาชน) ,10740000225572,"4(3),92",1022,10222,ผลิตอาหารบรรจุในภาชนะที่ผนึกและห้องเย็น,95 ม.3ถ.ริมคลองดี 7 ฝั่งตะวันตก ต.ชัยมงคลอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
269,3-52(4)-7/38สค ,บริษัท เลี่ยงฮะเฮง อินเตอร์เนชั่นแนลรับเบอร์ จำกัด ,10740800725383,52(4),2219,22199,"ทำยางรัดของและทำท่อยาง กำลังการผลิต ยางรัดของ 4,800 ตัน/ปี ท่อยาง 420 ตัน/ปี",177 ม.6 ซ.สุชัยถ.พระราม 2 ต.ท่าทรายอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,
270,3-53(1)-48/50สค ,บริษัท ไทยประสิทธิ์เท็กซ์ไทล์ จำกัด ,10740004825500,53(1),2221,22210,ทำมุ้งใยแก้วเคลือบพลาสติก,3/9 ม.6ถ.เศรษฐกิจ 1 ต.นาดีอ.เมืองสมุทรสาคร จ.สมุทรสาคร   74000,034-423062-3
271,3-17-13/50สก ,บริษัท ไท่ผิง เอทานอล จำกัด ,10270001325502,17,2011,20114,"ผลิตเอทานอลเพื่อใช้เป็นเชื้อเพลิง กำลังการผลิต 300,000 ลิตรต่อวัน",88/11 ม.14ถ.สุวรรณศร ต.ศาลาลำดวนอ.เมืองสระแก้ว จ.สระแก้ว   27000,
272,3-56-20/48สบ ,บริษัท คาลซันสไตน์ จำกัด ,ัด101900020254,56,2392,23921,ผลิตอิฐแคลเซี่ยมซิลิเกต,31 ม.2 ต.บ้านป่าอ.แก่งคอย จ.สระบุรี   18110,036-248111
273,ส3-15(1)-1/32สบ ,บริษัท ลีพัฒนาอาหารสัตว์ จำกัด ,00190000125327,15(1),1080,10801,ผลิตอาหารสัตว์ผสมสำเร็จรูป,"33/1, 33/2 ม.7ถ.พหลโยธิน ต.ดาวเรืองอ.เมืองสระบุรี จ.สระบุรี   18000",036-223370-5
274,ศ3-15(1)-3/34สบ ,บริษัท ซีพีเอฟ (ประเทศไทย) จำกัด (มหาชน) ,00190000325349,15(1),1080,10801,ผลิตอาหารสัตว์,57 ม.5ถ.พหลโยธิน ต.หนองไข่น้ำอ.หนองแค จ.สระบุรี   18140,081-371885
275,ศ3-42(1)-1/34สบ ,บริษัท สยามฟอสเฟตอินดัสทรี จำกัด ,00190400125349,42(1),2011,20113,ผลิตเคมีภัณฑ์สำหรับผสมอาหารสัตว์,177 ม.1ถ.พหลโยธิน ต.พุแคอ.เฉลิมพระเกียรติ จ.สระบุรี   18240,212608
276,3-15(1)-5/51สบ ,บริษัท เจริญโภคภัณฑ์อาหาร จำกัด (มหาชน) ,10190000525516,15(1),1080,10801,ผลิตอาหารสัตว์น้ำ,9/9 ม.8ถ.พหลโยธิน ต.ไผ่ต่ำอ.หนองแค จ.สระบุรี   18140,036-381297-9
277,3-88-24/52สบ ,บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด(มหาชน) ,10190002425525,88,3510,35101,ผลิตไฟฟ้า 40 เมกะวัตต์,299/299 ม.5ถ.มิตรภาพ ต.ทับกวางอ.แก่งคอย จ.สระบุรี   18260,036-399111
278,3-44-1/32สบ ,บริษัท ไทย อคริลิค ไฟเบอร์ จำกัด ,10190300125322,44,2013,20131,"ผลิตเส้นใยอคริลิค (ปริมาณการผลิต 32,600 เมตริกตันต่อป) ",54 ม.5ถ.สุดบรรทัด ต.ตาลเดี่ยวอ.แก่งคอย จ.สระบุรี   18110,036-240100
279,ข3-38(2)-1/51สบ ,บริษัท ริเวอร์โปร์ พัลพ แอนด์ เพเพอร์ จำกัด ,91040000125514,38(2),1701,17012,ผลิตกระดาษอนามัย,59 ม.4 ซ.0ถ.หนองปลากระดี่ ต.บัวลอยอ.หนองแค จ.สระบุรี   18230,
280,3-102-2/57สบ ,บริษัท ทีพีไอ โพลีน จำกัด (มหาชน) ,10190000225570,88,3530,35302,ผลิตไอน้ำ ขนาด 35 ตันต่อชั่วโมง และผลิตพลังงานไฟฟ้า กำลังการผลิต 6.0 เมกะวัตต์,66 ม.7 ต.บ้านแก้งอ.เฉลิมพระเกียรติ จ.สระบุรี   18000,036-6703670-5
281,3-102-3/58สบ ,บริษัท ทีพีไอ โพลีน เพาเวอร์ จำกัด(มหาชน) ,10190000325586,102,3530,35302,ผลิตพลังงานไอน้ำ,303 ม.5 ต.ทับกวางอ.แก่งคอย จ.สระบุรี   18260,
282,3-58(1)-1/38สห ,บริษัท อินทรี ซุปเปอร์บล๊อก จำกัด ,10170100125383,58(1),2395,23953,ผลิตคอนกรีตมวลเบา,9/1 ม.11ถ.สิงห์บุรี-ปากดง ต.บางระจันอ.ค่ายบางระจัน จ.สิงห์บุรี   16150,036-535370
283,3-58(1)-1/39สห ,บริษัท แอโรกรีต (ประเทศไทย) จำกัด ,ำกัด     20170,58(1),2395,23953,ผลิตคอนกรีตผสมเสร็จ,โฉนดเลขที่ 104 ม.1ถ.สายเอเซีย-นครสวรรค์ ต.น้ำตาลอ.อินทร์บุรี จ.สิงห์บุรี   16110,
284,3-44-1/20อท ,บริษัท ไทยเรยอน จำกัด (มหาชน) ,10150000125204,"42(1),44",2013,20131,"ผลิตเส้นใยธรรมชาติ,เส้นใยสังเคราะห์",36 ม.2ถ.อยุธยา-อ่างทอง ต.โพสะอ.เมืองอ่างทอง จ.อ่างทอง   14000,
